1 	 4.0617575094574469e-02 	 1.5721181955015151e-02 	 1.0153969444044847e-02 
2 	 1.6249746996254216e-01 	 5.5692279538018155e-02 	 9.1395910467581387e-02 
3 	 3.6572129341478327e-01 	 1.0233435255299705e-01 	 2.5393415668379216e-01 
4 	 6.5042539455387882e-01 	 1.3698663761896981e-01 	 4.9787763676967656e-01 
5 	 1.0168013675325065e+00 	 1.4856971380241890e-01 	 8.2339024637241920e-01 
6 	 1.4650967645313853e+00 	 1.3685822379703555e-01 	 1.2306914562942504e+00 
7 	 1.9956160233974212e+00 	 1.0978864991609404e-01 	 1.7200571318719680e+00 
8 	 2.6087216184043522e+00 	 7.7838224066411499e-02 	 2.2918205709870607e+00 
9 	 3.3048354447624813e+00 	 4.9229601429621073e-02 	 2.9463737702306894e+00 
10 	 4.0844404498503017e+00 	 2.7947198998925067e-02 	 3.6841689309978487e+00 
11 	 4.9480825267132742e+00 	 1.4300591728120498e-02 	 4.5057202197384623e+00 
12 	 5.8963726882243339e+00 	 6.6150254932876183e-03 	 5.4116057992972602e+00 
13 	 6.9299895434855845e+00 	 2.7716202681227174e-03 	 6.4024701512834934e+00 
14 	 8.0496821016396201e+00 	 1.0532608130115588e-03 	 7.4790267127891648e+00 
15 	 9.2562729323329851e+00 	 3.6332526296459027e-04 	 8.6420608545950213e+00 
16 	 1.0550661716729714e+01 	 1.1381487049387810e-04 	 9.8924332323551329e+00 
17 	 1.1933829228324894e+01 	 3.2381206468381604e-05 	 1.1231083547238876e+01 
18 	 1.3406841788995759e+01 	 8.3657929692655108e-06 	 1.2659034758259846e+01 
19 	 1.4970856252919170e+01 	 1.9618628340036222e-06 	 1.4177397795187536e+01 
20 	 1.6627125579384774e+01 	 4.1736252955818417e-07 	 1.5787376828705241e+01 
21 	 1.8377005065394012e+01 	 8.0480934601632643e-08 	 1.7490275163573504e+01 
22 	 2.0221959320566185e+01 	 1.4053318228284914e-08 	 1.9287501831261483e+01 
23 	 2.2163570080658065e+01 	 2.2195516561600214e-09 	 2.1180578971163484e+01 
24 	 2.4203544972420666e+01 	 3.1664292476919335e-10 	 2.3171150104552357e+01 
25 	 2.6343727362165200e+01 	 4.0741124876520665e-11 	 2.5260989423370752e+01 
26 	 2.8586107444044227e+01 	 4.7197235244351807e-12 	 2.7452012237496540e+01 
27 	 3.0932834752631216e+01 	 4.9136038280180240e-13 	 2.9746286750089894e+01 
28 	 3.3386232319122776e+01 	 4.5875145537204065e-14 	 3.2146047362116406e+01 
29 	 3.5948812732962445e+01 	 3.8322243419534852e-15 	 3.4653709745526811e+01 
30 	 3.8623296422922998e+01 	 2.8570982443830475e-16 	 3.7271887971641789e+01 
31 	 4.1412632536332019e+01 	 1.8958292325575200e-17 	 4.0003414039356826e+01 
32 	 4.4320022875661088e+01 	 1.1162388586087409e-18 	 4.2851360219876412e+01 
33 	 4.7348949452728611e+01 	 5.8124215072144102e-20 	 4.5819064724808349e+01 
34 	 5.0503206348450313e+01 	 2.6669715531227246e-21 	 4.8910161317918060e+01 
35 	 5.3786936728721194e+01 	 1.0740045334278942e-22 	 5.2128613634805951e+01 
36 	 5.7204676075961622e+01 	 3.7793166915461229e-24 	 5.5478755158921494e+01 
37 	 6.0761402966724638e+01 	 1.1564835666373661e-25 	 5.8965336039949932e+01 
38 	 6.4462599080318938e+01 	 3.0610154919178077e-27 	 6.2593578250116011e+01 
39 	 6.8314320592394139e+01 	 6.9666415801551789e-29 	 6.6369240981175039e+01 
40 	 7.2323283734858407e+01 	 1.3544411923768148e-30 	 7.0298698726518737e+01 
41 	 7.6496968153235542e+01 	 2.2330243333544928e-32 	 7.4389035221824173e+01 
42 	 8.0843742858867628e+01 	 3.0964119368667987e-34 	 7.8648157411454775e+01 
43 	 8.5373021197696161e+01 	 3.5780215489335901e-36 	 8.3084934981587708e+01 
44 	 9.0095453556111323e+01 	 3.4095945831885018e-38 	 8.7709372929329191e+01 
45 	 9.5023169835533821e+01 	 2.6476544211849537e-40 	 9.2532827389595795e+01 
46 	 1.0017008859114813e+02 	 1.6526351012813205e-42 	 9.7568278944277139e+01 
47 	 1.0555231703214416e+02 	 8.1615627059582620e-45 	 1.0283068358046883e+02 
48 	 1.1118867731495634e+02 	 3.1305140414011963e-47 	 1.0833743049229925e+02 
49 	 1.1710141233005251e+02 	 9.1245534977389542e-50 	 1.1410894999759748e+02 
50 	 1.2331715318960772e+02 	 1.9687980951840305e-52 	 1.2016953744796201e+02 
51 	 1.2986827972806225e+02 	 3.0463565034551584e-55 	 1.2654849656763685e+02 
52 	 1.3679489205153300e+02 	 3.2498980550982872e-58 	 1.3328177054147929e+02 
53 	 1.4414777219295797e+02 	 2.2743696321967841e-61 	 1.4041434654054572e+02 
54 	 1.5199303241667380e+02 	 9.7873100810969083e-65 	 1.4800394361507949e+02 
55 	 1.6041982060794547e+02 	 2.3739102870272608e-68 	 1.5612695171506101e+02 
56 	 1.6955402290318787e+02 	 2.8707281780725568e-72 	 1.6488860469415346e+02 
57 	 1.7958503277717432e+02 	 1.4399571919578579e-76 	 1.7444187180152940e+02 
58 	 1.9082550019813135e+02 	 2.2142607780947565e-81 	 1.8502665536557319e+02 
59 	 2.0387538966687467e+02 	 5.8669537087417290e-87 	 1.9706558524166726e+02 
60 	 2.2028464477281281e+02 	 6.1685221495898025e-94 	 2.1147177602041683e+02 
61 	              NaN 		              NaN 		 2.3148543197408998e+02 
