1 	 4.8622032818070142e-02 	 2.0426692932995500e-02 	 1.2154780336738698e-02 
2 	 1.9453474551734781e-01 	 7.0656026448019077e-02 	 1.0941049569421703e-01 
3 	 4.3787822698000184e-01 	 1.2476229142973894e-01 	 3.0401521638707346e-01 
4 	 7.7888678230986130e-01 	 1.5793269337051505e-01 	 5.9615601544980945e-01 
5 	 1.2178901793592689e+00 	 1.5937528572649454e-01 	 9.8611474143663636e-01 
6 	 1.7553154162879328e+00 	 1.3438360515145825e-01 	 1.4742695230285501e+00 
7 	 2.3916890332110623e+00 	 9.7053229672740063e-02 	 2.0610968052996386e+00 
8 	 3.1276399985174459e+00 	 6.0911688713531961e-02 	 2.7471739443805441e+00 
9 	 3.9639032087119030e+00 	 3.3522223645368311e-02 	 3.5331823951296082e+00 
10 	 4.9013236498850743e+00 	 1.6271654344328638e-02 	 4.4199115351531217e+00 
11 	 5.9408612794005684e+00 	 6.9926970274680547e-03 	 5.4082631783480073e+00 
12 	 7.0835966984306316e+00 	 2.6670321644674351e-03 	 6.4992568423611221e+00 
13 	 8.3307376999496388e+00 	 9.0410329666755322e-04 	 7.6940358473162362e+00 
14 	 9.6836267931795490e+00 	 2.7260551801995509e-04 	 8.9938743382761430e+00 
15 	 1.1143749824855730e+01 	 7.3122463064774550e-05 	 1.0400185341705830e+01 
16 	 1.2712745840773968e+01 	 1.7443575758059832e-05 	 1.1914529987334179e+01 
17 	 1.4392418358809650e+01 	 3.6981332989952774e-06 	 1.3538628052093937e+01 
18 	 1.6184748258137329e+01 	 6.9603168223050258e-07 	 1.5274370013288854e+01 
19 	 1.8091908530221641e+01 	 1.1613584927674764e-07 	 1.7123830835115132e+01 
20 	 2.0116281187234787e+01 	 1.7149283882671238e-08 	 1.9089285757853375e+01 
21 	 2.2260476685401436e+01 	 2.2365634675070418e-09 	 2.1173228414653398e+01 
22 	 2.4527356297687700e+01 	 2.5700685376114051e-10 	 2.3378391669742285e+01 
23 	 2.6920057966617634e+01 	 2.5951558779293314e-11 	 2.5707771657898682e+01 
24 	 2.9442026289672395e+01 	 2.2956759964572039e-12 	 2.8164655613212002e+01 
25 	 3.2097047444600641e+01 	 1.7729403233909743e-13 	 3.0752654212274468e+01 
26 	 3.4889290060807461e+01 	 1.1908095939564699e-14 	 3.3475739332244210e+01 
27 	 3.7823353300621903e+01 	 6.9260511351850040e-16 	 3.6338288350284586e+01 
28 	 4.0904323751342183e+01 	 3.4716388659276913e-17 	 3.9345136405211022e+01 
29 	 4.4137843174701139e+01 	 1.4915977731644642e-18 	 4.2501638429281087e+01 
30 	 4.7530189756530078e+01 	 5.4603354602927610e-20 	 4.5813743272787534e+01 
31 	 5.1088376306533746e+01 	 1.6916008284224396e-21 	 4.9288082936661887e+01 
32 	 5.4820269965620525e+01 	 4.4012534851418230e-23 	 5.2932080872125404e+01 
33 	 5.8734739520320026e+01 	 9.5347704547162992e-25 	 5.6754084610801442e+01 
34 	 6.2841838605650750e+01 	 1.7031154959449515e-26 	 6.0763529819133979e+01 
35 	 6.7153036219778997e+01 	 2.4803578023214884e-28 	 6.4971145483145236e+01 
36 	 7.1681510587897861e+01 	 2.9075333009838520e-30 	 6.9389213727301836e+01 
37 	 7.6442529338146898e+01 	 2.7026222520799237e-32 	 7.4031903407804450e+01 
38 	 8.1453949604509631e+01 	 1.9574969967961181e-34 	 7.8915705181730843e+01 
39 	 8.6736888515767689e+01 	 1.0821505605459883e-36 	 8.4060009099190538e+01 
40 	 9.2316642019228595e+01 	 4.4543381282236086e-39 	 8.9487887193381823e+01 
41 	 9.8223976511626063e+01 	 1.3246538913448685e-41 	 9.5227179131144823e+01 
42 	 1.0449699989223045e+02 	 2.7418756114552877e-44 	 1.0131204045252635e+02 
43 	 1.1118397112367045e+02 	 3.7681304320171769e-47 	 1.0778522407996176e+02 
44 	 1.1834770792320955e+02 	 3.2336721593126598e-50 	 1.1470157807972519e+02 
45 	 1.2607288992192021e+02 	 1.5955425039731044e-53 	 1.2213367597932516e+02 
46 	 1.3447903959252818e+02 	 4.0297886344464020e-57 	 1.3018145638997945e+02 
47 	 1.4374586800639182e+02 	 4.3768589343996405e-61 	 1.3899011485160830e+02 
48 	 1.5416981466550905e+02 	 1.5358126917663388e-65 	 1.4878720693817735e+02 
49 	 1.6631919572080346e+02 	 1.0102832301041715e-70 	 1.5997326948197127e+02 
50 	 1.8166043348608204e+02 	 3.1210828469808028e-77 	 1.7341276391561792e+02 
51 	              NaN 		              NaN 		 1.9216899847460030e+02 
